"author-name","author-wikidata-id","date-of-birth","date-of-death","title","subtitle","year","genre","source-url"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Deutsche Treue","Ein Schauspiel in einem Aufzuge","1804","","https://books.google.de/books?id=Rl8HAAAAQAAJ&hl=de&pg=PA223"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Der Reukauf","Lustspiel in zwei Aufzügen","1804","comedy","https://books.google.de/books?id=Rl8HAAAAQAAJ&hl=de&pg=PA163"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Ein Haus zu verkaufen","Lustspiel in einem Aufzuge. Nach dem Französischen frey bearbeitet","1804","comedy","https://books.google.de/books?id=Rl8HAAAAQAAJ&hl=de&pg=PA117"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Kindliche Liebe","Ein Schauspiel in fünf Aufzügen","1804","","https://books.google.de/books?id=Rl8HAAAAQAAJ&hl=de&pg=PA1"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Das Mißverständniß","Ein Lustspiel in einem Aufzuge","1804","comedy","https://archive.org/details/schauspiele03weis/page/212/mode/2up"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Das Waisenhaus","Schauspiel in zwei Aufzügen","1809","","https://books.google.de/books?id=EGAHAAAAQAAJ&hl=de&pg=PA201"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Die erste Liebe","Lustspiel in drei Aufzügen","1809","comedy","https://books.google.de/books?id=EGAHAAAAQAAJ&hl=de&pg=PA113"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Die Bestürmung von Smolensk","Ein romantisches Schauspiel in vier Aufzügen","1809","","https://books.google.de/books?id=EGAHAAAAQAAJ&hl=de&pg=PA1"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Die Ehescheuen","Ein Lustspiel in einem Act","1809","comedy","https://books.google.de/books?id=7V8HAAAAQAAJ&hl=de&pg=PA207"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Die Versöhnung","Ein Schauspiel in drei Aufzügen","1809","","https://books.google.de/books?id=7V8HAAAAQAAJ&hl=de&pg=PA111"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Der Wald bei Hermannstadt","Ein romantisches Schauspiel in vier Aufzügen. Nach dem Französischen","1809","","https://books.google.de/books?id=7V8HAAAAQAAJ&hl=de&pg=PA1"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Unterthanenliebe","Lustspiel in zwei Aufzügen","1809","comedy","https://books.google.de/books?id=1V8HAAAAQAAJ&hl=de&pg=PA189"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Die Radikalkur","Original-Lustspiel in drei Aufzügen","1809","comedy","https://books.google.de/books?id=1V8HAAAAQAAJ&hl=de&pg=PA101"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Adelheid, Markgräfin von Burgau","Romantisches Schauspiel in vier Aufzügen","1809","","https://books.google.de/books?id=1V8HAAAAQAAJ&hl=de&pg=PA1"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Das Frühstück","Lustspiel in einem Aufzuge. Nach dem Französischen","1810","comedy","https://books.google.de/books?id=1V8HAAAAQAAJ&hl=de&pg=PA253"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Beschämte Eifersucht","Ein Lustspiel in drei Aufzügen","1810","comedy","https://books.google.de/books?id=Fc5gAAAAcAAJ&hl=de&pg=PA93"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Die Drusen","Ein Schauspiel in vier Aufzügen","1810","","https://books.google.de/books?id=Fc5gAAAAcAAJ&hl=de&pg=PA205"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Liebe und Entsagung","Ein Schauspiel in drei Aufzügen","1810","","https://books.google.de/books?id=Fc5gAAAAcAAJ&hl=de&pg=PA1"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Die Erben","Ein Lustspiel in vier Aufzügen","1810","comedy","https://archive.org/details/schauspiele03weis/page/n5/mode/2up"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Totila, König der Gothen","Ein Schauspiel in fünf Aufzügen","1810","","https://archive.org/details/schauspiele03weis/page/124/mode/2up"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Künstler-Dank","Eine dramatische Scene","1815","","https://books.google.de/books?id=7o9lAAAAcAAJ"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Das Consilium","Lustspiel in einem Aufzuge","1816","comedy","https://books.google.com/books?id=p85gAAAAcAAJ&pg=PA269"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Herrmann","Ein geschichtliches Schauspiel in fünf Aufzügen","1817","","https://books.google.de/books?id=C4IHAAAAQAAJ&hl=de&pg=RA2-PA1"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Die Schweitzerhütte am Rheinfall","Ein Lustspiel in einem Aufzuge. Nach einer wahren Begebenheit im Jahre 1813","1817","comedy","https://books.google.de/books?id=C4IHAAAAQAAJ&hl=de&pg=RA1-PA167"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Ruprecht, Graf zu Hornek","Trauerspiel in 5 Aufzügen","1822","tragedy","https://books.google.de/books?id=-8IkX4uEFzwC&redir_esc=y"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Ein Mann hilft dem andern!","Lustspiel in einem Aufzuge","1823","comedy","https://books.google.de/books?id=Q604tmzwKCsC"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Es spukt","Ein Lustspiel in zwei Aufzügen","1823","comedy","https://books.google.de/books?id=C4IHAAAAQAAJ&hl=de&pg=RA1-PA107"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Johann, Herzog von Finnland","Schauspiel in fünf Aufzügen","1823","","https://books.google.de/books?id=C4IHAAAAQAAJ&hl=de&pg=PA1"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Die Engländerin","Lustspiel in einem Aufzuge","1824","comedy","https://books.google.com/books?id=LzRiIHvtkQ4C&pg=PA223"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Der Traum","Lustspiel in einem Aufzuge","1826","comedy","https://nbn-resolving.org/urn:nbn:de:hbz:061:1-73942"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Das letzte Mittel","Lustspiel in vier Aufzügen","1826","comedy","https://books.google.de/books?id=PbieYvhAsbkC"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Die Reise nach Amerika","Schauspiel in einem Aufzuge","1826","","https://books.google.com/books?id=LzRiIHvtkQ4C&pg=PA189"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","So lohnt sich die Kunst","Vorspiel zum vierten Oktober","1832","","https://books.google.de/books?id=f-T_9AUYUX0C"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Der Brautschleyer","Lustspiel in einem Aufzuge","1833","comedy","https://books.google.com/books?id=TuJWAAAAYAAJ&pg=PA189"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Alles aus Freundschaft","Lustspiel in einem Aufzuge","1839","comedy","https://books.google.com/books?id=LzRiIHvtkQ4C&pg=PA223"
"Weißenthurn, Johanna von","Q1696932","1772-02-16","1847-05-17","Die stille Braut","Eine Alpensage in einem Akt","1848","","https://books.google.com/books?id=oeJWAAAAYAAJ&pg=PA153"
"Werner, Pauline","Q1465959","1810-09-16","1877-07-31","Frage und Antwort","Dramatischer Scherz in einem Akt","1843","comedy","https://books.google.com/books?id=ZnJIAQAAMAAJ&pg=PA209 "
"Wolff, Ulla","Q64847583","1850-04-02","1924-06-01","Der Herr College","Schauspiel in vier Akten","1877","","https://books.google.de/books?id=2NEy6Y-WPtEC"
"Young, Betty","Q94530827","1832-05-24","1887-09-26","Die rothe Liesel","Charakterbild mit Gesang in sechs Abtheilungen und einem Vorspiele unter dem Titel: Eine Selbstmörderin","1864","","https://books.google.de/books?id=CyBFZbAlRwgC"
"Young, Betty","Q94530827","1832-05-24","1887-09-26","Mädchenträume","Liederspiel in einer Szene","1869","","https://www.digital.wienbibliothek.at/wbrobv/content/zoom/1968665"
"Young, Betty","Q94530827","1832-05-24","1887-09-26","Nach der letzten Redoute","Scherz in einem Akt","1869","comedy","https://books.google.de/books?id=Y0ciwjNPqwIC"
"Young, Betty","Q94530827","1832-05-24","1887-09-26","Frau Othello","Schwank in einem Act","1869","comedy","https://books.google.de/books?id=5q1OVzjSxhUC"
"Young, Betty","Q94530827","1832-05-24","1887-09-26","Ein amerikanisches Duell","Lustspiel in einem Aufzuge","1872","comedy","https://resolver.obvsg.at/urn:nbn:at:AT-WBR-60826"
"Young, Betty","Q94530827","1832-05-24","1887-09-26","Ehemann auf Probe","Lustspiel in einem Akt","1872","comedy","https://books.google.de/books?id=-O0r-E0RluYC"
"Young, Betty","Q94530827","1832-05-24","1887-09-26","Die beiden Giftmischerinen","Scherz in einem Aufzug","1872","comedy","https://www.digital.wienbibliothek.at/wbrobv/content/pageview/1969446"
"Young, Betty","Q94530827","1832-05-24","1887-09-26","Durch Champagner","Lustspiel in einem Aufzuge","1876","comedy","https://books.google.de/books?id=3NR3MmqqUKkC"
"Zay, Marie von","Q55904408","1779-02-23","1842-04-01","Die unsichtbaren Liebhaber auf der Probe","Ein Lustspiel in einem Aufzuge","1820","comedy","https://books.google.com/books?id=NbBIAAAAcAAJ&pg=PA285 "
"Zay, Marie von","Q55904408","1779-02-23","1842-04-01","Die drollige Withwe","Ein Lustspiel in zwei Akten. Nach einer historischen Anekdote.","1820","comedy","https://books.google.de/books?id=NbBIAAAAcAAJ&hl=de&pg=PA5"
"Zay, Marie von","Q55904408","1779-02-23","1842-04-01","Der Schooßhund","Ein Lustspiel in zwei Aufzügen","1820","comedy","https://books.google.de/books?id=NbBIAAAAcAAJ&hl=de&pg=PA59"
"Zay, Marie von","Q55904408","1779-02-23","1842-04-01","Die geheilte Eifersucht","Ein Lustspiel in zwei Akten","1820","comedy","https://books.google.de/books?id=NbBIAAAAcAAJ&hl=de&pg=PA155"
"Zay, Marie von","Q55904408","1779-02-23","1842-04-01","Das Bild, oder die seltsame Geliebte","Ein Lustspiel in drei Aufzügen. Nach einer französischen Erzählung frei bearbeitet","1820","comedy","https://books.google.de/books?id=NbBIAAAAcAAJ&hl=de&pg=PA203"
"Ziegler, Klara","Q1744427","1844-04-27","1909-12-19","Furcht vor der Schwiegermutter","Schwank in einem Aufzug","1896","comedy","http://data.onb.ac.at/rep/131E88B5"
"Ziegler, Klara","Q1744427","1844-04-27","1909-12-19","Türmers Weihnachtsfest","Ernstes Lebensbild in einem Akt","1897","tragedy","https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11818798-9"
"Ziegler, Klara","Q1744427","1844-04-27","1909-12-19","Türmers Osterfest","Heiteres Lebensbild in einem Akt","1897","comedy","https://www.digitale-sammlungen.de/de/view/bsb11818798?page=36,37"
